calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
0 0.000000 0.000000 0.000000 0.000000 25.000000 0.000000 0.000000 25.000000 0.000000 0.007615 0.000000 0.000000 0.000000 0.000000 
1 0.200000 6.003933 0.000000 0.000000 28.328200 0.000000 0.000000 25.274515 0.045723 0.008677 6.003933 0.000000 0.000000 0.000000 
1 0.400000 6.003933 0.000000 0.000000 31.656400 0.000000 0.000000 25.274515 0.045723 0.009738 0.000000 0.000000 0.000000 0.000000 
1 0.600000 15.009832 0.000000 0.000000 34.984600 0.000000 0.000000 26.887874 0.133422 0.010799 9.005899 0.000000 0.000000 0.000000 
1 0.800000 25.516714 0.000000 0.026803 38.311266 0.019655 -0.003041 30.884286 0.246848 0.011861 10.506882 0.026803 0.000000 0.000000 
1 1.000000 36.019822 0.281585 0.000000 41.639466 -0.012295 -0.003041 37.380843 0.371466 0.012922 10.506882 -0.026803 0.000000 0.000000 
2 1.000000 36.019822 0.281585 0.000000 41.639466 -0.012295 -0.003041 37.380843 0.371466 0.012922 0.000000 0.000000 80.000000 0.000000 
3 1.000000 32.676917 0.184799 -0.001877 18.513383 0.039838 -0.001257 15.959720 -0.066926 0.003950 0.000000 0.000000 0.000000 0.000000 
1 1.200000 44.684761 0.162259 -0.001877 21.841517 0.018061 -0.001168 14.922005 -0.019495 0.005011 12.007865 0.000000 0.000000 0.000000 
1 1.400000 56.692605 0.139719 -0.001877 25.169655 -0.001292 -0.001055 15.176399 0.040680 0.006073 12.007865 0.000000 0.000000 0.000000 
1 1.600000 68.700449 0.117179 -0.001877 28.497799 -0.017644 -0.000918 17.028954 0.113598 0.007134 12.007865 0.000000 0.000000 0.000000 
1 1.800000 77.706332 0.100274 -0.001877 31.825958 -0.029152 -0.000797 19.653665 0.177845 0.008195 9.005899 0.000000 0.000000 0.000000 
1 2.000000 89.714176 0.077734 -0.001877 35.154115 -0.038747 -0.000613 25.106383 0.276251 0.009256 12.007865 0.000000 0.000000 0.000000 
2 2.000000 89.714176 0.077734 -0.001877 35.154115 -0.038747 -0.000613 25.106383 0.276251 0.009256 0.000000 0.000000 80.000000 5.000000 
3 2.000000 87.292270 -1.404511 -0.033332 17.109757 -0.005760 -0.000156 11.288762 -0.016671 0.003047 0.000000 0.000000 0.000000 0.000000 
1 2.200000 99.293465 -1.804684 -0.033332 20.434623 -0.110527 0.001063 11.331133 0.019894 0.004108 12.007865 0.000000 0.000000 0.000000 
1 2.400000 109.794511 -2.154835 -0.006529 23.762847 -0.116760 0.001345 12.202789 0.063055 0.005169 10.506882 0.026803 0.000000 0.000000 
1 2.600000 118.800218 -2.213633 -0.006529 27.091081 -0.119933 0.001649 13.757890 0.109609 0.006231 9.005899 0.000000 0.000000 0.000000 
1 2.800000 124.804023 -2.252831 0.100684 30.385935 0.134147 -0.002111 15.323341 0.146827 0.007292 6.003933 0.107213 0.000000 0.000000 
1 3.000000 129.284167 -1.800220 0.181094 33.614395 0.569149 -0.008025 16.875048 0.179125 0.008353 4.502949 0.080410 0.000000 0.000000 
1 3.200000 135.189919 -0.718877 0.288307 36.725273 1.042340 -0.022285 19.483014 0.227207 0.009414 6.003933 0.107213 0.000000 0.000000 
2 3.200000 135.189919 -0.718877 0.288307 36.725273 1.042340 -0.022285 19.483014 0.227207 0.009414 0.000000 0.000000 80.000000 -25.000000 
3 3.200000 135.715818 -0.227628 0.300545 17.466940 0.585711 -0.006948 10.019403 -0.022319 0.002796 0.000000 0.000000 0.000000 0.000000 
1 3.400000 145.751731 2.882839 0.327348 20.529916 1.511303 -0.016395 10.196175 0.005502 0.003858 10.506882 0.026803 0.000000 0.000000 
2 3.400000 145.751731 2.882839 0.327348 20.529916 1.511303 -0.016395 10.196175 0.005502 0.003858 0.000000 0.000000 80.000000 -30.000000 
3 3.400000 141.506860 2.572280 0.328605 12.731614 0.952185 -0.013771 8.448623 -0.041422 0.002557 0.000000 0.000000 0.000000 0.000000 
1 3.600000 152.872226 6.447496 0.328605 15.858308 1.860199 -0.023679 8.183967 -0.012363 0.003618 12.007865 -0.000000 0.000000 0.000000 
2 3.600000 152.872226 6.447496 0.328605 15.858308 1.860199 -0.023679 8.183967 -0.012363 0.003618 0.000000 0.000000 80.000000 25.000000 
3 3.600000 152.660297 6.278711 0.326676 10.829656 0.678307 0.020743 6.959545 -0.032164 0.002260 0.000000 0.000000 0.000000 0.000000 
1 3.800000 164.033115 10.131999 0.326676 13.688825 1.950661 0.012037 6.862929 -0.006466 0.003321 12.007865 0.000000 0.000000 0.000000 
1 4.000000 173.984331 13.503626 0.353480 16.574580 3.054644 -0.000042 7.456937 0.026268 0.004382 10.506882 0.026803 0.000000 0.000000 
1 4.200000 178.208881 15.062388 0.433890 19.330420 4.240387 -0.008337 8.332956 0.044172 0.005443 4.502949 0.080410 0.000000 0.000000 
1 4.400000 182.294575 16.955442 0.514299 21.916874 5.488012 -0.020395 9.568360 0.065513 0.006505 4.502949 0.080410 0.000000 0.000000 
1 4.600000 190.135449 21.385668 0.567906 24.632435 6.285736 -0.051904 11.900936 0.114898 0.007566 9.005899 0.053607 0.000000 0.000000 
1 4.800000 198.993058 27.036982 0.594709 27.789178 6.314573 -0.096442 15.518630 0.180745 0.008627 10.506882 0.026803 0.000000 0.000000 
2 4.800000 198.993058 27.036982 0.594709 27.789178 6.314573 -0.096442 15.518630 0.180745 0.008627 0.000000 0.000000 80.000000 -20.000000 
3 4.800000 198.323758 26.815786 0.596672 14.395495 3.492097 -0.011985 8.035864 0.004534 0.002630 0.000000 0.000000 0.000000 0.000000 
1 5.000000 208.256786 33.562917 0.596672 16.954369 4.713141 -0.029731 9.436243 0.030660 0.003692 12.007865 -0.000000 0.000000 0.000000 
1 5.200000 218.189814 40.310048 0.596672 19.801032 5.510504 -0.054638 11.460359 0.067328 0.004753 12.007865 0.000000 0.000000 0.000000 
1 5.400000 226.881214 46.213788 0.623475 22.843899 5.960298 -0.083795 14.089371 0.107870 0.005814 10.506882 0.026803 0.000000 0.000000 
2 5.400000 226.881214 46.213788 0.623475 22.843899 5.960298 -0.083795 14.089371 0.107870 0.005814 0.000000 0.000000 80.000000 25.000000 
3 5.400000 225.664878 45.137244 0.618929 12.822155 3.622589 0.020154 8.542648 0.023846 0.002392 0.000000 0.000000 0.000000 0.000000 
1 5.600000 229.332533 47.749688 0.699338 14.674526 5.238537 0.013221 10.114489 0.032089 0.003453 4.502949 0.080410 0.000000 0.000000 
1 5.800000 233.927152 51.614488 0.806551 16.218513 6.754807 -0.001747 12.175220 0.046437 0.004515 6.003933 0.107213 0.000000 0.000000 
1 6.000000 242.236500 60.283027 0.806551 18.181761 7.675177 -0.040882 14.993132 0.083950 0.005576 12.007865 -0.000000 0.000000 0.000000 
1 6.200000 249.507179 67.867999 0.833355 20.659630 8.083557 -0.084246 18.281078 0.123343 0.006637 10.506882 0.026803 0.000000 0.000000 
1 6.400000 257.581224 76.756116 0.833355 24.186275 7.487212 -0.143238 22.528972 0.176932 0.007698 12.007865 0.000000 0.000000 0.000000 
2 6.400000 257.581224 76.756116 0.833355 24.186275 7.487212 -0.143238 22.528972 0.176932 0.007698 0.000000 0.000000 80.000000 -30.000000 
3 6.400000 255.730306 74.405133 0.814885 12.582247 4.442509 -0.030213 10.973066 -0.003889 0.002479 0.000000 0.000000 0.000000 0.000000 
1 6.600000 262.937523 82.050431 0.788082 14.825140 5.774843 -0.048682 12.724581 0.014481 0.003541 10.506882 -0.026803 0.000000 0.000000 
1 6.800000 270.347046 89.499830 0.814885 17.342493 6.779379 -0.075751 14.879415 0.039999 0.004602 10.506882 0.026803 0.000000 0.000000 
1 7.000000 273.435854 92.776387 0.895295 19.232992 8.004063 -0.091923 17.168065 0.052956 0.005663 4.502949 0.080410 0.000000 0.000000 
1 7.200000 277.190045 97.461817 1.002508 21.272318 8.856135 -0.120580 19.933617 0.071256 0.006724 6.003933 0.107213 0.000000 0.000000 
2 7.200000 277.190045 97.461817 1.002508 21.272318 8.856135 -0.120580 19.933617 0.071256 0.006724 0.000000 0.000000 80.000000 -10.000000 
3 7.200000 278.385531 99.500694 1.017275 11.347984 4.246236 0.007313 11.354529 -0.000271 0.002413 0.000000 0.000000 0.000000 0.000000 
1 7.400000 281.541714 104.608112 1.124488 11.959641 5.528642 -0.005757 14.077453 0.005984 0.003475 6.003933 0.107213 0.000000 0.000000 
2 7.400000 281.541714 104.608112 1.124488 11.959641 5.528642 -0.005757 14.077453 0.005984 0.003475 0.000000 0.000000 80.000000 -15.000000 
3 7.400000 281.024087 103.241276 1.108387 8.651552 2.750803 0.021782 9.670679 -0.016307 0.002251 0.000000 0.000000 0.000000 0.000000 
1 7.600000 285.041671 111.301378 1.161993 8.971174 4.110921 0.003180 12.385068 -0.008248 0.003312 9.005899 0.053607 0.000000 0.000000 
1 7.800000 289.814932 122.319763 1.161993 9.829126 5.256756 -0.033316 15.184088 0.007562 0.004374 12.007865 -0.000000 0.000000 0.000000 
1 8.000000 293.991535 131.960850 1.188797 11.356976 6.036776 -0.075956 18.176125 0.024692 0.005435 10.506882 0.026803 0.000000 0.000000 
1 8.200000 297.908257 141.710407 1.161993 13.852659 6.476608 -0.128354 21.279486 0.047392 0.006496 10.506882 -0.026803 0.000000 0.000000 
2 8.200000 297.908257 141.710407 1.161993 13.852659 6.476608 -0.128354 21.279486 0.047392 0.006496 0.000000 0.000000 80.000000 -5.000000 
3 8.200000 297.581234 143.931695 1.202667 7.872101 3.473372 -0.001676 12.402921 0.006767 0.002338 0.000000 0.000000 0.000000 0.000000 
1 8.400000 300.282032 150.933798 1.283077 8.285309 4.290878 -0.018503 15.502551 0.011747 0.003400 7.504916 0.080410 0.000000 0.000000 
2 8.400000 300.282032 150.933798 1.283077 8.285309 4.290878 -0.018503 15.502551 0.011747 0.003400 0.000000 0.000000 80.000000 -10.000000 
3 8.400000 299.457164 149.252957 1.284738 6.403521 2.391276 0.013576 10.351858 -0.003141 0.002162 0.000000 0.000000 0.000000 0.000000 
1 8.600000 301.151312 155.012911 1.391951 6.423874 2.993314 0.000806 13.570490 -0.000832 0.003223 6.003933 0.107213 0.000000 0.000000 
1 8.800000 301.952358 159.444038 1.472361 6.513517 3.316510 -0.013637 16.866440 0.000594 0.004284 4.502949 0.080410 0.000000 0.000000 
1 9.000000 302.542404 165.418906 1.579574 6.831931 3.285805 -0.039357 20.194333 0.000368 0.005345 6.003933 0.107213 0.000000 0.000000 
1 9.200000 302.489705 171.422607 1.686787 7.536035 2.950519 -0.071235 23.480025 -0.003346 0.006407 6.003933 0.107213 0.000000 0.000000 
1 9.400000 301.794866 177.386197 1.740393 8.698325 2.527236 -0.109149 26.726770 -0.009838 0.007468 6.003933 0.053607 0.000000 0.000000 
1 9.600000 300.274802 186.262887 1.794000 11.354620 2.243540 -0.174736 29.960799 -0.024726 0.008529 9.005899 0.053607 0.000000 0.000000 
1 9.800000 298.281302 195.045380 1.847607 15.270810 2.194729 -0.248626 33.213804 -0.045718 0.009591 9.005899 0.053607 0.000000 0.000000 
2 9.800000 298.281302 195.045380 1.847607 15.270810 2.194729 -0.248626 33.213804 -0.045718 0.009591 0.000000 0.000000 80.000000 0.000000 
3 9.800000 297.999189 196.586031 1.853907 6.999687 0.306283 -0.009086 16.863433 0.027514 0.002632 0.000000 0.000000 0.000000 0.000000 
1 10.000000 295.483442 205.233414 1.907514 7.707588 -0.871859 -0.031455 19.687896 0.019684 0.003693 9.005899 0.053607 0.000000 0.000000 
2 10.000000 295.483442 205.233414 1.907514 7.707588 -0.871859 -0.031455 19.687896 0.019684 0.003693 0.000000 0.000000 80.000000 -5.000000 
3 10.000000 295.787065 202.483792 1.907375 6.149149 -0.230561 0.013107 12.569552 0.023658 0.002346 0.000000 0.000000 0.000000 0.000000 
1 10.200000 293.804206 208.150844 1.960982 6.557425 -1.532874 0.000080 15.320432 0.018300 0.003407 6.003933 0.053607 0.000000 0.000000 
1 10.400000 290.949636 215.091679 2.041392 7.393045 -2.923026 -0.022712 17.879307 0.006705 0.004469 7.504916 0.080410 0.000000 0.000000 
2 10.400000 290.949636 215.091679 2.041392 7.393045 -2.923026 -0.022712 17.879307 0.006705 0.004469 0.000000 0.000000 80.000000 35.000000 
3 10.400000 290.125270 216.773776 2.040086 5.885541 -1.388443 0.007166 12.711844 0.051756 0.002297 0.000000 0.000000 0.000000 0.000000 
1 10.600000 286.731148 223.467332 2.120496 6.796266 -3.172720 -0.007532 14.761119 0.042751 0.003358 7.504916 0.080410 0.000000 0.000000 
2 10.600000 286.731148 223.467332 2.120496 6.796266 -3.172720 -0.007532 14.761119 0.042751 0.003358 0.000000 0.000000 80.000000 30.000000 
3 10.600000 286.894457 223.152864 2.121212 5.526532 -1.584879 0.008395 11.355882 0.058423 0.002266 0.000000 0.000000 0.000000 0.000000 
1 10.800000 282.184001 230.828659 2.174818 6.600185 -3.530761 -0.008403 13.072110 0.046832 0.003327 9.005899 0.053607 0.000000 0.000000 
2 10.800000 282.184001 230.828659 2.174818 6.600185 -3.530761 -0.008403 13.072110 0.046832 0.003327 0.000000 0.000000 80.000000 25.000000 
3 10.800000 283.280324 228.809943 2.183766 5.324573 -1.979899 0.004592 10.274416 0.057789 0.002410 0.000000 0.000000 0.000000 0.000000 
1 11.000000 278.099241 236.176258 2.237372 6.652669 -3.936838 -0.012468 11.761430 0.044367 0.003472 9.005899 0.053607 0.000000 0.000000 
1 11.200000 274.387018 240.895008 2.290979 8.283581 -5.675627 -0.028136 13.345032 0.030621 0.004533 6.003933 0.053607 0.000000 0.000000 
1 11.400000 268.447431 247.664611 2.344585 10.459614 -7.175676 -0.057335 14.841877 0.002092 0.005594 9.005899 0.053607 0.000000 0.000000 
1 11.600000 264.251580 251.959031 2.398192 12.821644 -8.488525 -0.080066 16.457156 -0.022634 0.006655 6.003933 0.053607 0.000000 0.000000 
2 11.600000 264.251580 251.959031 2.398192 12.821644 -8.488525 -0.080066 16.457156 -0.022634 0.006655 0.000000 0.000000 80.000000 -25.000000 
3 11.600000 262.958346 253.950476 2.392665 7.896408 -4.492519 0.006797 10.194661 -0.002277 0.002392 0.000000 0.000000 0.000000 0.000000 
1 11.800000 257.461598 259.060225 2.473075 9.934498 -6.075270 -0.004330 11.583072 -0.016364 0.003453 7.504916 0.080410 0.000000 0.000000 
2 11.800000 257.461598 259.060225 2.473075 9.934498 -6.075270 -0.004330 11.583072 -0.016364 0.003453 0.000000 0.000000 80.000000 -30.000000 
3 11.800000 258.936653 257.858540 2.452456 7.348765 -3.605716 0.020579 8.079848 -0.004726 0.002117 0.000000 0.000000 0.000000 0.000000 
1 12.000000 253.144395 262.630700 2.532866 9.451054 -5.217505 0.011495 9.306543 -0.017758 0.003178 7.504916 0.080410 0.000000 0.000000 
2 12.000000 253.144395 262.630700 2.532866 9.451054 -5.217505 0.011495 9.306543 -0.017758 0.003178 0.000000 0.000000 80.000000 35.000000 
3 12.000000 252.991564 262.197695 2.554981 6.976426 -3.280937 -0.006676 7.134707 0.024062 0.001884 0.000000 0.000000 0.000000 0.000000 
1 12.200000 245.491262 267.182842 2.608588 9.545869 -4.728941 -0.015297 7.734093 0.009448 0.002945 9.005899 0.053607 0.000000 0.000000 
2 12.200000 245.491262 267.182842 2.608588 9.545869 -4.728941 -0.015297 7.734093 0.009448 0.002945 0.000000 0.000000 80.000000 35.000000 
3 12.200000 247.004198 266.212735 2.612659 7.222662 -3.296115 -0.018928 6.415679 0.031739 0.002015 0.000000 0.000000 0.000000 0.000000 
1 12.400000 240.524862 269.999813 2.693069 10.069565 -4.527537 -0.025485 6.704380 0.018114 0.003076 7.504916 0.080410 0.000000 0.000000 
1 12.600000 233.762270 273.254213 2.719872 13.025727 -5.586948 -0.034934 7.158186 -0.002949 0.004137 7.504916 0.026803 0.000000 0.000000 
1 12.800000 225.545414 276.940605 2.773479 16.192824 -6.288626 -0.048343 7.930843 -0.037713 0.005199 9.005899 0.053607 0.000000 0.000000 
2 12.800000 225.545414 276.940605 2.773479 16.192824 -6.288626 -0.048343 7.930843 -0.037713 0.005199 0.000000 0.000000 80.000000 -20.000000 
3 12.800000 226.913756 277.255125 2.722565 10.196666 -3.763769 0.005113 5.638903 -0.006814 0.002401 0.000000 0.000000 0.000000 0.000000 
1 13.000000 220.058126 280.308665 2.802975 13.147039 -4.783406 -0.000872 6.222911 -0.023807 0.003462 7.504916 0.080410 0.000000 0.000000 
2 13.000000 220.058126 280.308665 2.802975 13.147039 -4.783406 -0.000872 6.222911 -0.023807 0.003462 0.000000 0.000000 80.000000 -25.000000 
3 13.000000 223.160993 279.250315 2.771668 9.262970 -2.985368 0.017353 4.782180 -0.005293 0.002182 0.000000 0.000000 0.000000 0.000000 
1 13.200000 214.764302 282.506354 2.825275 12.189018 -4.050677 0.011239 5.354711 -0.023972 0.003244 9.005899 0.053607 0.000000 0.000000 
1 13.400000 207.631726 284.840904 2.905684 15.305956 -4.805465 0.005550 6.059095 -0.047642 0.004305 7.504916 0.080410 0.000000 0.000000 
1 13.600000 200.334678 286.594999 2.932488 18.483896 -5.398581 -0.001157 7.134058 -0.079247 0.005366 7.504916 0.026803 0.000000 0.000000 
2 13.600000 200.334678 286.594999 2.932488 18.483896 -5.398581 -0.001157 7.134058 -0.079247 0.005366 0.000000 0.000000 80.000000 35.000000 
3 13.600000 198.583737 287.838282 2.898484 11.973753 -3.024641 -0.029129 4.647246 0.001932 0.002138 0.000000 0.000000 0.000000 0.000000 
1 13.800000 191.299507 289.644870 2.978894 15.288609 -3.324004 -0.031728 4.823233 -0.013904 0.003200 7.504916 0.080410 0.000000 0.000000 
2 13.800000 191.299507 289.644870 2.978894 15.288609 -3.324004 -0.031728 4.823233 -0.013904 0.003200 0.000000 0.000000 80.000000 -25.000000 
3 13.800000 189.170909 290.380603 2.981186 10.181683 -2.103682 0.000059 3.988832 0.004689 0.001738 0.000000 0.000000 0.000000 0.000000 
2 13.800000 189.170909 290.380603 2.981186 10.181683 -2.103682 0.000059 3.988832 0.004689 0.001738 0.000000 0.000000 80.000000 30.000000 
3 13.800000 190.189714 290.305739 2.978751 7.793464 -1.549409 -0.009325 3.645654 0.015416 0.001361 0.000000 0.000000 0.000000 0.000000 
1 14.000000 181.302958 291.765801 3.032358 11.101731 -1.829774 -0.010661 3.518256 0.003234 0.002422 9.005899 0.053607 0.000000 0.000000 
2 14.000000 181.302958 291.765801 3.032358 11.101731 -1.829774 -0.010661 3.518256 0.003234 0.002422 0.000000 0.000000 80.000000 -30.000000 
3 14.000000 182.512345 291.505187 3.024697 8.272395 -1.198103 0.005993 3.184773 0.010610 0.001684 0.000000 0.000000 0.000000 0.000000 
1 14.200000 175.058646 292.380479 3.051501 11.566330 -1.539786 0.004856 3.147207 -0.001980 0.002746 7.504916 0.026803 0.000000 0.000000 
1 14.400000 167.584167 293.055697 3.131911 14.893526 -1.606807 0.004656 3.331871 -0.022585 0.003807 7.504916 0.080410 0.000000 0.000000 
1 14.600000 160.079603 293.128360 3.212320 18.211115 -1.434147 0.006675 3.900001 -0.051085 0.004868 7.504916 0.080410 0.000000 0.000000 
1 14.800000 151.096220 292.491925 3.265927 21.509112 -1.189887 0.012113 5.252997 -0.094590 0.005930 9.005899 0.053607 0.000000 0.000000 
1 15.000000 140.670446 291.188923 3.292730 24.815027 -1.067381 0.021493 7.933236 -0.156181 0.006991 10.506882 0.026803 0.000000 0.000000 
1 15.200000 128.799465 289.380986 3.292730 28.168345 -1.259536 0.034132 12.701890 -0.239170 0.008052 12.007865 0.000000 0.000000 0.000000 
1 15.400000 116.928484 287.573049 3.292730 31.570834 -1.774544 0.048690 19.590413 -0.334757 0.009113 12.007865 0.000000 0.000000 0.000000 
1 15.600000 112.476866 286.895073 3.373140 34.834121 -1.631752 0.058107 22.875073 -0.374699 0.010175 4.502949 0.080410 0.000000 0.000000 
1 15.800000 106.633164 285.517267 3.480353 38.067147 -1.780196 0.078408 27.812518 -0.432316 0.011236 6.003933 0.107213 0.000000 0.000000 
1 16.000000 102.386129 284.020855 3.560763 41.169165 -1.742390 0.099000 32.110255 -0.478531 0.012297 4.502949 0.080410 0.000000 0.000000 
1 16.200000 96.901975 281.577239 3.667976 44.366423 -2.446572 0.136094 38.250015 -0.542368 0.013359 6.003933 0.107213 0.000000 0.000000 
1 16.400000 87.817411 276.298482 3.694779 48.685547 -5.828703 0.209838 49.933741 -0.661792 0.014420 10.506882 0.026803 0.000000 0.000000 
1 16.600000 78.877582 270.778154 3.721582 53.908762 -10.687531 0.292867 63.679620 -0.788524 0.015481 10.506882 0.026803 0.000000 0.000000 
1 16.800000 68.833384 264.197659 3.721582 60.762233 -18.315623 0.394741 82.081158 -0.944020 0.016542 12.007865 0.000000 0.000000 0.000000 
1 17.000000 61.300235 259.262287 3.721582 67.390229 -25.037744 0.476384 98.242325 -1.068637 0.017604 9.005899 -0.000000 0.000000 0.000000 
2 17.000000 61.300235 259.262287 3.721582 67.390229 -25.037744 0.476384 98.242325 -1.068637 0.017604 0.000000 0.000000 80.000000 5.000000 
3 17.000000 63.742276 263.750987 3.680467 21.025907 0.780867 -0.033165 16.637966 -0.003788 0.002928 0.000000 0.000000 0.000000 0.000000 
1 17.200000 53.436083 257.588909 3.680467 23.180110 2.379252 -0.015120 17.903550 -0.033968 0.003990 12.007865 0.000000 0.000000 0.000000 
1 17.400000 43.129890 251.426831 3.680467 25.596994 3.538300 0.009464 19.903935 -0.075085 0.005051 12.007865 0.000000 0.000000 0.000000 
1 17.600000 34.111970 246.035013 3.707270 28.235835 4.285194 0.037908 22.589514 -0.119887 0.006112 10.506882 0.026803 0.000000 0.000000 
1 17.800000 27.776128 242.012469 3.734073 30.951279 4.929039 0.063523 25.357049 -0.157940 0.007173 7.504916 0.026803 0.000000 0.000000 
2 17.800000 27.776128 242.012469 3.734073 30.951279 4.929039 0.063523 25.357049 -0.157940 0.007173 0.000000 0.000000 80.000000 -30.000000 
3 17.800000 27.810304 241.379731 3.746672 15.697025 2.052415 0.001837 13.755680 0.046015 0.002721 0.000000 0.000000 0.000000 0.000000 
1 18.000000 21.637835 237.110728 3.827082 17.770315 3.816237 0.014766 14.646658 0.030206 0.003782 7.504916 0.080410 0.000000 0.000000 
2 18.000000 21.637835 237.110728 3.827082 17.770315 3.816237 0.014766 14.646658 0.030206 0.003782 0.000000 0.000000 80.000000 -30.000000 
3 18.000000 23.626274 239.453571 3.792526 11.443703 1.709006 0.000483 11.914307 0.072624 0.002654 0.000000 0.000000 0.000000 0.000000 
1 18.200000 16.461913 233.996635 3.846132 13.471681 3.665465 0.015965 12.438782 0.054412 0.003715 9.005899 0.053607 0.000000 0.000000 
1 18.400000 8.456617 227.191504 3.872936 15.722347 5.372942 0.042037 13.299528 0.025357 0.004777 10.506882 0.026803 0.000000 0.000000 
1 18.600000 -0.480574 219.171813 3.872936 18.547468 6.512622 0.080345 14.712368 -0.017334 0.005838 12.007865 0.000000 0.000000 0.000000 
2 18.600000 -0.480574 219.171813 3.872936 18.547468 6.512622 0.080345 14.712368 -0.017334 0.005838 0.000000 0.000000 80.000000 5.000000 
